"Date","Time","Line","tsNs","id","app","container","detected_level","filename","job","namespace","node_name","pod","service_name","stream"
2026-06-01T06:56:30.164Z,1780296990164,"2026-06-01 06:56:30,150 [INFO] DECISION: {""timestamp"": ""2026-06-01T06:55:09.441185Z"", ""current_cpu"": 0.1631777584552765, ""predicted_cpu"": 0.1938045647865958, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780296990164167443,1780296990164167443_72b2cb52,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671615-29r87_fdaefd18-d594-42fe-91cb-99976168db3e/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671615-29r87,predictive-autoscaler,stdout
2026-06-01T06:50:31.443Z,1780296631443,"2026-06-01 06:50:31,443 [INFO] DECISION: {""timestamp"": ""2026-06-01T06:50:09.895972Z"", ""current_cpu"": 0.1634320765733719, ""predicted_cpu"": 0.19349915639926496, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780296631443852866,1780296631443852866_af8efc9,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671610-kblhs_0c54c24e-c293-4777-bfd3-9e3b171538ef/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671610-kblhs,predictive-autoscaler,stdout
2026-06-01T06:45:32.423Z,1780296332423,"2026-06-01 06:45:32,423 [INFO] DECISION: {""timestamp"": ""2026-06-01T06:45:13.437919Z"", ""current_cpu"": 0.16528171300888062, ""predicted_cpu"": 0.19421604339484538, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780296332423822647,1780296332423822647_3f08b99a,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671605-766lj_3a046603-e187-4db0-8f7c-ecff0deb6f8c/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671605-766lj,predictive-autoscaler,stdout
2026-06-01T06:40:26.099Z,1780296026099,"2026-06-01 06:40:26,095 [INFO] DECISION: {""timestamp"": ""2026-06-01T06:40:07.081755Z"", ""current_cpu"": 0.16258834302425385, ""predicted_cpu"": 0.1939904942540098, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780296026099050559,1780296026099050559_8d7c90bc,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671600-pj89r_d9ffe81a-8e8f-4ebd-985e-c81c5ee273bb/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671600-pj89r,predictive-autoscaler,stdout
2026-06-01T06:35:30.515Z,1780295730515,"2026-06-01 06:35:30,514 [INFO] DECISION: {""timestamp"": ""2026-06-01T06:35:11.860624Z"", ""current_cpu"": 0.16331040859222412, ""predicted_cpu"": 0.19399451012566954, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780295730515002070,1780295730515002070_7fef07b0,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671595-ng92n_d5847baa-a3dc-43cf-8002-76e4667abc95/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671595-ng92n,predictive-autoscaler,stdout
2026-06-01T06:30:26.351Z,1780295426351,"2026-06-01 06:30:26,350 [INFO] DECISION: {""timestamp"": ""2026-06-01T06:30:07.182661Z"", ""current_cpu"": 0.16264572739601135, ""predicted_cpu"": 0.19413724875862232, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780295426351095074,1780295426351095074_10241746,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671590-g5rrj_2f8f03f8-7c36-4236-91f5-3d7ee43c80cc/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671590-g5rrj,predictive-autoscaler,stdout
2026-06-01T06:25:27.680Z,1780295127680,"2026-06-01 06:25:27,680 [INFO] DECISION: {""timestamp"": ""2026-06-01T06:25:09.074298Z"", ""current_cpu"": 0.160601407289505, ""predicted_cpu"": 0.19485416270636152, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780295127680604618,1780295127680604618_77cf7de9,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671585-xdgfc_96c05bd1-12f7-403e-8f3e-a5040bc6fc55/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671585-xdgfc,predictive-autoscaler,stdout
2026-06-01T06:20:31.970Z,1780294831970,"2026-06-01 06:20:31,969 [INFO] DECISION: {""timestamp"": ""2026-06-01T06:20:12.933612Z"", ""current_cpu"": 0.16353775560855865, ""predicted_cpu"": 0.19542359444120092, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780294831970192624,1780294831970192624_1106301f,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671580-826gz_af269022-3e1a-4d9f-8e7a-1b16429db533/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671580-826gz,predictive-autoscaler,stdout
2026-06-01T06:15:28.520Z,1780294528520,"2026-06-01 06:15:28,516 [INFO] DECISION: {""timestamp"": ""2026-06-01T06:15:08.456758Z"", ""current_cpu"": 0.161576509475708, ""predicted_cpu"": 0.19342860912363166, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780294528520959846,1780294528520959846_bb071030,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671575-82kgc_a1bef0e5-91a4-4806-8cee-8110b35eae32/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671575-82kgc,predictive-autoscaler,stdout
2026-06-01T06:10:28.547Z,1780294228547,"2026-06-01 06:10:28,547 [INFO] DECISION: {""timestamp"": ""2026-06-01T06:10:09.854732Z"", ""current_cpu"": 0.15524816513061523, ""predicted_cpu"": 0.1945478244695524, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780294228547455648,1780294228547455648_5563c51d,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671570-g7spd_7ded1d9a-59cd-4374-a1d9-17220a7ef6cb/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671570-g7spd,predictive-autoscaler,stdout
2026-06-01T06:05:26.862Z,1780293926862,"2026-06-01 06:05:26,862 [INFO] DECISION: {""timestamp"": ""2026-06-01T06:05:08.634982Z"", ""current_cpu"": 0.1591084599494934, ""predicted_cpu"": 0.1943482302576318, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780293926862269370,1780293926862269370_167991ed,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671565-djgw6_ae6ecba9-b74d-490c-87b5-5a6ba4d8223a/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671565-djgw6,predictive-autoscaler,stdout
2026-06-01T06:00:28.191Z,1780293628191,"2026-06-01 06:00:28,191 [INFO] DECISION: {""timestamp"": ""2026-06-01T06:00:09.203790Z"", ""current_cpu"": 0.1595361977815628, ""predicted_cpu"": 0.19520071356408558, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780293628191692441,1780293628191692441_70b6e6ff,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671560-h28ts_6a5b172d-0c05-4aa2-b60f-8b435e16adaa/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671560-h28ts,predictive-autoscaler,stdout
2026-06-01T05:55:32.286Z,1780293332286,"2026-06-01 05:55:32,285 [INFO] DECISION: {""timestamp"": ""2026-06-01T05:55:12.906368Z"", ""current_cpu"": 0.16534219682216644, ""predicted_cpu"": 0.19433371652012327, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780293332286334482,1780293332286334482_7e22ae6b,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671555-t4x8w_47458281-9199-413f-99d3-dc3531e74968/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671555-t4x8w,predictive-autoscaler,stdout
2026-06-01T05:50:26.593Z,1780293026593,"2026-06-01 05:50:26,592 [INFO] DECISION: {""timestamp"": ""2026-06-01T05:50:08.084816Z"", ""current_cpu"": 0.16024364531040192, ""predicted_cpu"": 0.19411962204677352, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780293026593486530,1780293026593486530_fe3e9248,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671550-vgj9g_ddf6ea18-2e64-4075-aa71-d0513146e50f/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671550-vgj9g,predictive-autoscaler,stdout
2026-06-01T05:45:31.190Z,1780292731190,"2026-06-01 05:45:31,189 [INFO] DECISION: {""timestamp"": ""2026-06-01T05:45:12.416245Z"", ""current_cpu"": 0.1654721349477768, ""predicted_cpu"": 0.19425552830747297, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780292731190062885,1780292731190062885_b9a52e02,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671545-vq574_f2bcd90b-c86a-4088-bdac-95da76af7308/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671545-vq574,predictive-autoscaler,stdout
2026-06-01T05:40:26.846Z,1780292426846,"2026-06-01 05:40:26,845 [INFO] DECISION: {""timestamp"": ""2026-06-01T05:40:07.958514Z"", ""current_cpu"": 0.1594235748052597, ""predicted_cpu"": 0.19368209417705326, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780292426846295796,1780292426846295796_4ea2971f,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671540-6dnpt_daeed049-0b3b-4be7-b6e5-447ce347372a/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671540-6dnpt,predictive-autoscaler,stdout
2026-06-01T05:35:28.134Z,1780292128134,"2026-06-01 05:35:28,133 [INFO] DECISION: {""timestamp"": ""2026-06-01T05:35:09.177530Z"", ""current_cpu"": 0.16251789033412933, ""predicted_cpu"": 0.1949159774825468, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780292128134062028,1780292128134062028_b9ad0d39,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671535-ff4pp_d9249714-83e4-4c90-95c1-16b4808a7fc1/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671535-ff4pp,predictive-autoscaler,stdout
2026-06-01T05:30:30.693Z,1780291830693,"2026-06-01 05:30:30,693 [INFO] DECISION: {""timestamp"": ""2026-06-01T05:30:12.336177Z"", ""current_cpu"": 0.16344594955444336, ""predicted_cpu"": 0.1938829820925958, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780291830693682218,1780291830693682218_dbd3d9fb,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671530-ggnkn_63b51a9c-1a5e-4ac4-ad5e-29cf2162f14e/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671530-ggnkn,predictive-autoscaler,stdout
2026-06-01T05:25:26.891Z,1780291526891,"2026-06-01 05:25:26,890 [INFO] DECISION: {""timestamp"": ""2026-06-01T05:25:07.996260Z"", ""current_cpu"": 0.1653764247894287, ""predicted_cpu"": 0.19479837173766587, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780291526891415429,1780291526891415429_8423bcb3,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671525-6qs5j_60d56bf2-a841-48fb-b2fa-d3a009d716a5/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671525-6qs5j,predictive-autoscaler,stdout
2026-06-01T05:20:28.824Z,1780291228824,"2026-06-01 05:20:28,824 [INFO] DECISION: {""timestamp"": ""2026-06-01T05:20:10.168409Z"", ""current_cpu"": 0.16221387684345245, ""predicted_cpu"": 0.194009158623972, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780291228824913073,1780291228824913073_4c94b57a,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671520-htkhq_275f7168-7757-459d-aa53-35ef79ab98f8/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671520-htkhq,predictive-autoscaler,stdout
2026-06-01T05:15:32.197Z,1780290932197,"2026-06-01 05:15:32,196 [INFO] DECISION: {""timestamp"": ""2026-06-01T05:15:13.896067Z"", ""current_cpu"": 0.16344140470027924, ""predicted_cpu"": 0.19360913468320826, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780290932197270960,1780290932197270960_2e5df5ac,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671515-bqvpz_c8a791d0-850f-4c83-87f0-3d3f90d9b369/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671515-bqvpz,predictive-autoscaler,stdout
2026-06-01T05:10:26.809Z,1780290626809,"2026-06-01 05:10:26,808 [INFO] DECISION: {""timestamp"": ""2026-06-01T05:10:08.594873Z"", ""current_cpu"": 0.16312533617019653, ""predicted_cpu"": 0.19404845487148809, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780290626809815900,1780290626809815900_e67b888a,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671510-ljdnf_008fba5e-c889-4f9b-bcec-beb9caa65ee8/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671510-ljdnf,predictive-autoscaler,stdout
2026-06-01T05:05:31.217Z,1780290331217,"2026-06-01 05:05:31,216 [INFO] DECISION: {""timestamp"": ""2026-06-01T05:05:12.416171Z"", ""current_cpu"": 0.16555435955524445, ""predicted_cpu"": 0.19437091049925373, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780290331217269229,1780290331217269229_a7b2d37f,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671505-btzxc_601aab77-b8f1-484a-9e4f-f9497615fdcd/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671505-btzxc,predictive-autoscaler,stdout
2026-06-01T05:00:26.184Z,1780290026184,"2026-06-01 05:00:26,184 [INFO] DECISION: {""timestamp"": ""2026-06-01T05:00:07.626835Z"", ""current_cpu"": 0.16351944208145142, ""predicted_cpu"": 0.19448495855917433, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780290026184772248,1780290026184772248_79c3ec59,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671500-mf2jr_fa804e91-b1ad-42e9-a688-4d62bace6ad8/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671500-mf2jr,predictive-autoscaler,stdout
2026-06-01T04:55:28.383Z,1780289728383,"2026-06-01 04:55:28,383 [INFO] DECISION: {""timestamp"": ""2026-06-01T04:55:10.535789Z"", ""current_cpu"": 0.16341735422611237, ""predicted_cpu"": 0.1955715483168796, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780289728383652763,1780289728383652763_77a9b5a4,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671495-5h4x4_09d12450-e40a-49f4-9645-c087fb86bf8b/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671495-5h4x4,predictive-autoscaler,stdout
2026-06-01T04:50:29.387Z,1780289429387,"2026-06-01 04:50:29,387 [INFO] DECISION: {""timestamp"": ""2026-06-01T04:50:11.953615Z"", ""current_cpu"": 0.16226711869239807, ""predicted_cpu"": 0.19516780497820277, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780289429387447731,1780289429387447731_3ca0f69b,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671490-z47jq_ed0733fc-92ef-4a46-8600-9c63350a46cb/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671490-z47jq,predictive-autoscaler,stdout
2026-06-01T04:45:28.150Z,1780289128150,"2026-06-01 04:45:28,150 [INFO] DECISION: {""timestamp"": ""2026-06-01T04:45:10.400393Z"", ""current_cpu"": 0.16044165194034576, ""predicted_cpu"": 0.19518076896658085, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780289128150935253,1780289128150935253_39e0b42a,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671485-gpbjr_05b18bfe-b4d4-426d-b97c-1ae2da6c5bf1/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671485-gpbjr,predictive-autoscaler,stdout
2026-06-01T04:40:28.526Z,1780288828526,"2026-06-01 04:40:28,525 [INFO] DECISION: {""timestamp"": ""2026-06-01T04:40:10.517027Z"", ""current_cpu"": 0.16256901621818542, ""predicted_cpu"": 0.19341715445614585, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780288828526575689,1780288828526575689_b3f93212,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671480-7zksz_d8286a37-2253-4aa1-983f-36bee76ab65f/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671480-7zksz,predictive-autoscaler,stdout
2026-06-01T04:35:27.796Z,1780288527796,"2026-06-01 04:35:27,796 [INFO] DECISION: {""timestamp"": ""2026-06-01T04:35:08.752139Z"", ""current_cpu"": 0.1633642613887787, ""predicted_cpu"": 0.19525632934374912, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780288527796414207,1780288527796414207_7a793529,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671475-p9qwx_28f488e1-6873-4fe4-9d61-55671380007f/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671475-p9qwx,predictive-autoscaler,stdout
2026-06-01T04:30:28.052Z,1780288228052,"2026-06-01 04:30:28,052 [INFO] DECISION: {""timestamp"": ""2026-06-01T04:30:09.368105Z"", ""current_cpu"": 0.1611155867576599, ""predicted_cpu"": 0.1952083410250232, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780288228052763987,1780288228052763987_77037048,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671470-5sw8q_9c5b5fa2-b07e-485d-a1ac-d8900bf8cbe0/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671470-5sw8q,predictive-autoscaler,stdout
2026-06-01T04:25:30.844Z,1780287930844,"2026-06-01 04:25:30,844 [INFO] DECISION: {""timestamp"": ""2026-06-01T04:25:13.308417Z"", ""current_cpu"": 0.1631646603345871, ""predicted_cpu"": 0.1945438085978927, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780287930844555493,1780287930844555493_352b680b,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671465-vx57b_0b1d37a3-6249-4e59-a33b-c3042bd8fbcd/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671465-vx57b,predictive-autoscaler,stdout
2026-06-01T04:20:26.682Z,1780287626682,"2026-06-01 04:20:26,681 [INFO] DECISION: {""timestamp"": ""2026-06-01T04:20:07.980859Z"", ""current_cpu"": 0.16518642008304596, ""predicted_cpu"": 0.19458202675905714, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780287626682258883,1780287626682258883_a07307ba,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671460-f9wk7_f0024944-b354-4e1f-9e9f-6c6934bfb28b/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671460-f9wk7,predictive-autoscaler,stdout
2026-06-01T04:15:29.997Z,1780287329997,"2026-06-01 04:15:29,997 [INFO] DECISION: {""timestamp"": ""2026-06-01T04:15:11.685326Z"", ""current_cpu"": 0.1653204709291458, ""predicted_cpu"": 0.19463668573708362, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780287329997795996,1780287329997795996_91af925,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671455-hg5n2_ebb8f225-5096-4f0b-8c7c-14b71902559b/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671455-hg5n2,predictive-autoscaler,stdout
2026-06-01T04:10:26.212Z,1780287026212,"2026-06-01 04:10:26,212 [INFO] DECISION: {""timestamp"": ""2026-06-01T04:10:07.894660Z"", ""current_cpu"": 0.16157247126102448, ""predicted_cpu"": 0.1954773774740667, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780287026212964564,1780287026212964564_2b5f8410,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671450-gthxk_fbd0fb7e-ad76-48cd-920c-66f5ebfef317/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671450-gthxk,predictive-autoscaler,stdout
2026-06-01T04:05:26.483Z,1780286726483,"2026-06-01 04:05:26,483 [INFO] DECISION: {""timestamp"": ""2026-06-01T04:05:08.400240Z"", ""current_cpu"": 0.16314688324928284, ""predicted_cpu"": 0.19469181637788893, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780286726483922322,1780286726483922322_813cc468,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671445-d8wz8_1e2537f6-e975-438d-ba0a-bfe041f4d89d/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671445-d8wz8,predictive-autoscaler,stdout
2026-06-01T04:00:29.650Z,1780286429650,"2026-06-01 04:00:29,649 [INFO] DECISION: {""timestamp"": ""2026-06-01T04:00:11.705586Z"", ""current_cpu"": 0.16516180336475372, ""predicted_cpu"": 0.1944439778017339, ""old_replicas"": 3, ""new_replicas"": 3, ""method"": ""predictive""}",1780286429650282682,1780286429650282682_12e67bcf,predictive-autoscaler,autoscaler,info,/var/log/pods/research-autoscaler_predictive-autoscaler-29671440-jn827_ffc7e864-4f04-4abb-8945-f9eedecb0c93/autoscaler/0.log,research-autoscaler/predictive-autoscaler,research-autoscaler,gke-research-autoscaler-default-pool-cc6226da-1lgg,predictive-autoscaler-29671440-jn827,predictive-autoscaler,stdout